,Altitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers,Total.Injuries
687,68.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
688,287.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
689,10969,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,GO-AROUND,1,1
690,169.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,OTHER WORK USE,0,1,2,0,VMC,TAKEOFF,3,3
691,1549.8,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,PART 91: GENERAL AVIATION,POSITIONING,0,0,0,3,IMC,CLIMB,3,0
692,42.1,NON-FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,APPROACH,1,1
693,142.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,1,1
694,9.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,OTHER WORK USE,0,0,0,3,VMC,LANDING,3,0
695,1174.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
696,57.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
697,358.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,1,1
698,134.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
699,1249.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
700,1723.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,LANDING,2,2
701,265.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
702,10930,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,CRUISE,2,1
703,267.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
704,10970.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,GO-AROUND,1,0
705,232.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
706,219.1,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
707,235.1,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
708,0,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,0,0,1,0,VMC,LANDING,1,1
709,370.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
710,97.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
711,10954.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,CRUISE,1,0
712,234.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
713,430.1,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
714,56.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
715,407.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
716,697.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,CLIMB,2,2
717,9879.7,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,1,1
718,21.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,TAKEOFF,2,1
719,12.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
720,82.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
721,383.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
722,496,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,1,2,VMC,LANDING,3,1
723,17,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
724,212.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,LANDING,2,1
725,509.6,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,1,0,0,VMC,APPROACH,3,3
726,10762,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,MANEUVERING,2,2
727,2.3,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,1,1
728,486.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
729,9634.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,MANEUVERING,1,1
730,22,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
731,48.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
732,10.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,IMC,LANDING,3,0
733,17.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
734,66.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
735,549.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,APPROACH,2,2
736,270.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
737,17.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
738,5.7,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
739,10563.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,2,0,VMC,CRUISE,3,3
740,9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
741,5.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
742,210.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
743,35.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,1,1
744,265.4,NON-FATAL,DESTROYED,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,TAKEOFF,2,2
745,289.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
746,215.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
747,49.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
748,10415.5,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,2,0,0,0,VMC,MANEUVERING,2,2
749,136.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
750,10871.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,MANEUVERING,1,0
751,9128.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,CRUISE,2,0
752,476.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,1,1
753,164.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
754,688.8,FATAL,DESTROYED,2,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,2,0,0,0,IMC,CLIMB,2,2
755,447.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
756,18.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
757,262.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
758,1165,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
759,5.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
760,10666.8,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,4,0,0,0,IMC,GO-AROUND,4,4
761,204.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
762,20,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
763,20.6,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
764,40.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
765,268.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
766,10612.3,NON-FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,CRUISE,1,1
767,10823.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,MANEUVERING,1,0
768,58.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,TAKEOFF,4,0
769,412.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
770,1039.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
771,10200.8,NON-FATAL,DESTROYED,1,TURBO PROP,PART 91: GENERAL AVIATION,FLIGHT TEST,0,0,2,0,VMC,MANEUVERING,2,2
772,1475.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
773,247.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
774,1225.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,DESCENT,1,0
775,700,FATAL,DESTROYED,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,4,0,0,0,IMC,DESCENT,4,4
776,80.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,1,1
777,278.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
778,554.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
779,581.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,FLIGHT TEST,0,1,0,1,VMC,CLIMB,2,1
780,424.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
781,690,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,TAKEOFF,2,2
782,1655.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,CLIMB,2,2
783,31.1,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,1,0,0,0,VMC,TAKEOFF,1,1
784,1566.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,TAKEOFF,3,0
785,44,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAXI,1,0
786,442,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
787,24.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
788,1372.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,DESCENT,3,0
789,301.4,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
790,160.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
791,253.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
792,306.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,APPROACH,2,2
793,1340.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,DESCENT,2,0
794,635,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
795,10703.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,CRUISE,2,0
796,10758.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,MANEUVERING,1,0
797,17.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
798,318.8,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,TAKEOFF,2,2
799,240,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
800,254,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,STANDING,2,2
801,24.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,LANDING,2,1
802,6.4,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,1,0,0,VMC,TAKEOFF,2,2
803,696.1,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,IMC,CLIMB,1,1
804,10822.4,NON-FATAL,MINOR,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,CRUISE,3,0
805,10822.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,MANEUVERING,3,0
806,678.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,2,VMC,APPROACH,3,1
807,130.3,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
808,263.9,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,1,1
809,84.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,4,0
810,97.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
811,385.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
812,10065.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,MANEUVERING,2,0
813,720.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
814,1770.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
815,273.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
816,364.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
817,185.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,FLIGHT TEST,0,1,0,0,VMC,TAKEOFF,1,1
818,8.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
819,75.6,NON-FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
820,272.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
821,97.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
822,377,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAXI,2,0
823,313.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,TAKEOFF,2,2
824,1843.4,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,1,1
825,420.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,0,0,0,2,VMC,LANDING,2,0
826,945.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
827,250.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
828,27.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
829,1744,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
830,1714,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
831,385.9,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,1,VMC,LANDING,1,0
832,166.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
833,274.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
834,139.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
835,375.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
836,274.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
837,139.9,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,1,0,0,VMC,TAKEOFF,2,2
838,959.2,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,3,VMC,LANDING,3,0
839,249.5,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,1,1
840,9456.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,CRUISE,1,0
841,164.5,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
842,10954.4,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,MANEUVERING,1,0
843,1.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,4,0
844,1296.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,TAKEOFF,4,0
845,660.7,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,APPROACH,2,0
846,8957.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,2,VMC,MANEUVERING,3,1
847,593.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
848,1.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,TAKEOFF,1,1
849,1254.6,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PART 91: GENERAL AVIATION,EXECUTIVE/CORPORATE,0,0,0,2,VMC,LANDING,2,0
850,643.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,0,2,0,0,VMC,DESCENT,2,2
851,179.1,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
852,10958,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,MANEUVERING,2,2
853,411.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,1,1
854,178.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,1,1
855,137.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
856,265.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
857,10646.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,0,0,0,4,VMC,CRUISE,4,0
858,1045,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
