Altitude,Latitude,Longitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,140,VMC,TAKEOFF,140
147.8,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,140,,TAKEOFF,140
161.3,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,139,IMC,LANDING,139
273.3,36.1,-86.6,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,138,VMC,TAXI,138
1635.6,33.191111,-95.978334,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,138,VMC,CLIMB,138
2.8,46.920556,-96.815833,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,0,138,VMC,LANDING,138
367.2,39.861389,-104.673056,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,138,VMC,LANDING,138
304.7,40.635555,-73.773889,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,138,VMC,TAXI,138
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,3,TURBO FAN,UNKNOWN,0,0,25,113,VMC,TAXI,138
367.2,33.640555,-84.426945,NON-FATAL,MINOR,2,TURBO JET,UNKNOWN,0,1,0,136,IMC,DESCENT,137
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,3,132,,APPROACH,136
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,3,TURBO FAN,UNKNOWN,0,0,0,136,VMC,STANDING,136
23.3,39.16472292,-96.61041184,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,135,VMC,TAXI,135
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,135,VMC,TAXI,135
367.2,39,-76,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,134,VMC,TAXI,134
0.3,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,133,IMC,TAXI,133
3.5,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,133,VMC,TAKEOFF,133
284.9,40.778334,-73.869723,NON-FATAL,SUBSTANTIAL,4,TURBO FAN,UNKNOWN,0,0,0,132,IMC,LANDING,132
367.2,38.858333,-77.041666,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,132,VMC,STANDING,132
367.2,36.625834,-93.228889,INCIDENT,DESTROYED,2,TURBO FAN,UNKNOWN,0,0,0,131,VMC,LANDING,131
304.4,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,4,TURBO JET,UNKNOWN,0,0,0,130,,LANDING,130
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,130,VMC,TAKEOFF,130
,39.297777,-94.713889,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,130,VMC,CLIMB,130
982.3,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,3,TURBO FAN,UNKNOWN,0,1,1,128,VMC,DESCENT,130
16,19,-81,NON-FATAL,SUBSTANTIAL,2,UNKNOWN,UNKNOWN,0,1,7,121,VMC,DESCENT,129
367.2,44.1475,-103.106667,INCIDENT,DESTROYED,2,TURBO FAN,UNKNOWN,0,0,0,129,VMC,LANDING,129
367.2,33.94,118.41,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,129,VMC,TAXI,129
2.2,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,129,IMC,APPROACH,129
202.7,39.16472292,-96.61041184,INCIDENT,MINOR,4,UNKNOWN,UNKNOWN,0,0,0,127,,LANDING,127
367.2,25.795277,-80.287222,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,126,VMC,DESCENT,127
367.2,41.968611,-87.907778,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,2,125,VMC,LANDING,127
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,1,UNKNOWN,PERSONAL,0,0,0,124,VMC,TAKEOFF,124
304.4,39.16472292,-96.61041184,INCIDENT,DESTROYED,2,TURBO FAN,UNKNOWN,0,0,0,124,VMC,LANDING,124
57.1,39.16472292,-96.61041184,NON-FATAL,MINOR,4,TURBO FAN,UNKNOWN,0,1,0,123,IMC,STANDING,124
367.2,39.297777,-94.713889,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,123,VMC,LANDING,123
7.2,32.656667,-114.605833,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,2,120,VMC,CLIMB,122
118.9,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,122,,CLIMB,122
509.2,36.894444,-76.201111,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,1,120,VMC,DESCENT,122
367.2,47.447222,-122.314167,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,120,UNK,TAKEOFF,120
367.2,44.225834,-72.857778,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,1,117,VMC,APPROACH,119
27.6,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,0,119,IMC,APPROACH,119
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,4,UNKNOWN,UNKNOWN,0,0,0,118,,LANDING,118
217.9,30.007222,-95.313611,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,118,VMC,LANDING,118
367.2,39.16472292,-96.61041184,INCIDENT,DESTROYED,2,TURBO FAN,UNKNOWN,0,0,0,117,,LANDING,117
195.9,42.243889,-83.5425,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,1,115,VMC,TAKEOFF,116
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,4,TURBO FAN,UNKNOWN,0,0,0,116,VMC,TAKEOFF,116
282,35.363889,-80.943055,INCIDENT,MINOR,2,UNKNOWN,UNKNOWN,0,0,0,115,IMC,LANDING,115
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,UNKNOWN,UNKNOWN,0,6,41,68,VMC,TAKEOFF,115
367.2,34.056111,-117.601111,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,2,0,112,VMC,DESCENT,114
359.3,39.16472292,-96.61041184,FATAL,DESTROYED,4,TURBO FAN,UNKNOWN,112,1,0,0,,TAKEOFF,113
216.9,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,112,,DESCENT,113
216.9,41.024723,-81.727223,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,2,110,VMC,CLIMB,113
367.2,35.213889,-80.943055,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,112,VMC,STANDING,112
367.2,35.213889,-80.943055,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,112,VMC,TAXI,112
4.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,111,,CLIMB,111
28.3,39.16472292,-96.61041184,NON-FATAL,DESTROYED,4,TURBO FAN,UNKNOWN,0,1,1,109,VMC,CRUISE,111
205.2,40.644166,-73.787222,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,109,VMC,CLIMB,110
367.2,26.172223,-98.236389,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,1,3,105,VMC,DESCENT,109
179,42.941389,-87.891389,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,108,VMC,STANDING,108
162.3,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,108,IMC,LANDING,108
367.2,32.9,-97.040555,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,106,IMC,CRUISE,107
2,38.750278,-90.375556,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,107,UNK,TAKEOFF,107
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,104,,TAKEOFF,104
1.9,38.454722,-77.049722,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,102,IMC,APPROACH,103
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,4,TURBO FAN,UNKNOWN,0,16,26,60,,TAKEOFF,102
24.7,26.0725,-80.152778,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,1,100,IMC,DESCENT,102
19.6,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,102,VMC,TAKEOFF,102
367.2,31.3275,-92.545277,NON-FATAL,SUBSTANTIAL,4,TURBO FAN,UNKNOWN,0,0,0,101,VMC,LANDING,101
367.2,-37.933056,-57.581945,INCIDENT,MINOR,4,UNKNOWN,UNKNOWN,0,0,0,101,,TAXI,101
2493.3,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,4,TURBO FAN,UNKNOWN,0,1,21,79,,TAXI,101
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,UNKNOWN,UNKNOWN,0,0,0,101,,LANDING,101
1635.6,37.66,-119.463333,NON-FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,0,1,2,97,VMC,CRUISE,100
125.5,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,100,VMC,TAXI,100
3336.6,39.861667,-104.673056,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,99,VMC,TAKEOFF,99
1635.6,43.111111,-76.106389,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,99,VMC,STANDING,99
367.2,38.835,-106.278889,NON-FATAL,MINOR,2,TURBO JET,UNKNOWN,0,2,1,95,VMC,DESCENT,98
1.5,39.861389,-104.673056,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,0,98,VMC,TAXI,98
256.9,39.16472292,-96.61041184,NON-FATAL,MINOR,2,TURBO JET,UNKNOWN,0,1,0,96,VMC,STANDING,97
8,40.777223,-73.8725,NON-FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,0,1,0,92,VMC,LANDING,93
36.9,39.0425,-84.667778,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,92,VMC,APPROACH,92
3.9,38.695555,-121.590833,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,7,84,VMC,APPROACH,91
7.4,34.071111,-79.889444,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,88,VMC,DESCENT,89
7.2,42.357778,-71.006389,INCIDENT,SUBSTANTIAL,4,TURBO FAN,UNKNOWN,0,0,0,89,,TAKEOFF,89
0,57.047222,-135.361667,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,88,0,VMC,STANDING,88
367.2,36.894444,-76.201111,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,1,85,VMC,CLIMB,87
462.7,29,-82.9,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,1,0,85,IMC,CLIMB,86
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,85,VMC,TAKEOFF,85
367.2,34.463889,-118.513611,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,1,83,VMC,APPROACH,85
240.8,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,84,VMC,TAKEOFF,84
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,0,84,VMC,GO-AROUND,84
367.2,39.911944,-86.0675,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,83,IMC,APPROACH,84
13.8,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,84,VMC,TAKEOFF,84
1789,39.16472292,-96.61041184,INCIDENT,DESTROYED,3,TURBO JET,UNKNOWN,0,0,0,83,IMC,LANDING,83
299.4,37.362778,-121.929167,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,80,IMC,DESCENT,81
367.2,34.561667,69.228889,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,4,77,VMC,LANDING,81
239.4,33.635277,-84.420278,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,81,VMC,TAXI,81
258.1,39.16472292,-96.61041184,FATAL,DESTROYED,4,UNKNOWN,UNKNOWN,41,0,0,39,,TAKEOFF,80
251.6,29.526945,-98.471945,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,80,VMC,TAXI,80
298.6,44.9275,-93.303611,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,80,VMC,CLIMB,80
367.2,44.881945,-93.221667,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,80,IMC,TAXI,80
323.6,39.966667,-94.583333,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,80,IMC,CLIMB,80
367.2,39.16472292,-96.61041184,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,79,VMC,TAXI,80
0,34.236389,-118.339722,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,77,VMC,DESCENT,77
1201.7,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,76,VMC,DESCENT,77
4.4,32.2,-80.6,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,75,IMC,DESCENT,76
367.2,31.807222,-106.376389,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,76,VMC,APPROACH,76
367.2,42.364167,-71.005,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,76,VMC,STANDING,76
367.2,39.16472292,-96.61041184,NON-FATAL,MINOR,2,TURBO JET,UNKNOWN,0,1,0,74,VMC,STANDING,75
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,75,VMC,APPROACH,75
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,74,VMC,CLIMB,74
301.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,73,VMC,APPROACH,73
341.5,39.16472292,-96.61041184,FATAL,DESTROYED,4,UNKNOWN,UNKNOWN,71,0,0,0,,TAKEOFF,71
1286.6,39.298333,-94.713333,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,70,VMC,CLIMB,70
367.2,33.434166,-112.011389,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,70,VMC,CLIMB,70
367.2,40.788333,-111.977778,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,69,IMC,TAXI,69
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO JET,PUBLIC AIRCRAFT,0,0,0,69,VMC,DESCENT,69
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,69,VMC,DESCENT,69
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,67,VMC,CLIMB,68
88,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,3,TURBO FAN,UNKNOWN,0,0,0,68,VMC,LANDING,68
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,68,VMC,STANDING,68
367.2,38.948611,-77.450278,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,67,UNK,CRUISE,67
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,66,VMC,TAKEOFF,66
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,65,0,0,0,,CRUISE,65
198.4,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,65,VMC,TAKEOFF,65
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,64,,LANDING,64
367.2,41.990277,-87.904722,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,64,UNK,TAKEOFF,64
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,63,VMC,APPROACH,63
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,63,VMC,TAKEOFF,63
1342,39.16472292,-96.61041184,INCIDENT,DESTROYED,1,UNKNOWN,PERSONAL,0,0,0,63,VMC,LANDING,63
3.1,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,UNKNOWN,UNKNOWN,0,0,0,63,VMC,TAKEOFF,63
3.1,39.498889,-119.768056,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,1,2,58,VMC,APPROACH,61
367.2,37.618889,-122.374723,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,61,VMC,TAXI,61
196.2,37.618889,-122.374723,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,61,VMC,TAXI,61
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,58,IMC,GO-AROUND,58
367.2,40.664167,-89.693333,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,56,VMC,APPROACH,57
25.9,39.16472292,-96.61041184,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,57,VMC,TAXI,57
129.5,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,1,0,56,VMC,DESCENT,57
237.1,29.984444,-95.341389,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,1,55,VMC,LANDING,56
5.5,39.067778,-77.761389,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,55,VMC,CLIMB,56
5.5,29.531389,-98.468334,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,1,54,VMC,LANDING,55
263.1,30.397222,-89.061111,INCIDENT,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,55,VMC,TAKEOFF,55
85.1,30.397222,-89.061111,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,55,VMC,TAKEOFF,55
235.7,39.048611,-84.667778,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,53,VMC,STANDING,54
384.1,38.953056,-77.456389,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,UNKNOWN,0,1,0,52,VMC,DESCENT,53
70.8,41.409444,-81.854722,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,52,VMC,DESCENT,53
1.5,37.16,-93.429723,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,53,IMC,APPROACH,53
20.4,35.2,-90.056667,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,53,IMC,LANDING,53
178,40.777223,-73.8725,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,53,VMC,APPROACH,53
341.3,30.532778,-91.149722,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,53,VMC,LANDING,53
2.4,41.448611,-90.5075,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,53,VMC,LANDING,53
367.2,33.434444,-112.011667,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,53,VMC,STANDING,53
12.1,40.773056,-73.870278,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,52,VMC,STANDING,53
1987.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,3,50,VMC,LANDING,53
341.3,29.640555,-95.273889,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,2,51,VMC,LANDING,53
3.1,40.639722,73.778889,INCIDENT,MINOR,2,UNKNOWN,UNKNOWN,0,0,0,53,VMC,STANDING,53
200.9,33.434444,-112.011667,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,53,VMC,STANDING,53
274,37.618889,-122.374723,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,52,VMC,STANDING,52
367.2,41.981389,-87.906667,INCIDENT,DESTROYED,2,TURBO JET,UNKNOWN,0,0,0,52,VMC,LANDING,52
367.2,37.9125,-93.590277,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,51,VMC,CLIMB,52
189.9,39.16472292,-96.61041184,INCIDENT,DESTROYED,4,UNKNOWN,UNKNOWN,0,0,0,52,VMC,LANDING,52
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,4,UNKNOWN,PERSONAL,0,0,0,52,VMC,TAXI,52
45,44.741666,-85.593333,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,52,IMC,LANDING,52
155.9,39.16472292,-96.61041184,FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,27,9,12,3,IMC,TAKEOFF,51
1286.6,39.1775,-76.668889,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,51,UNK,CLIMB,51
163.2,37.839444,-122.003333,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,51,VMC,CLIMB,51
367.2,40.788333,-111.977778,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,51,VMC,TAXI,51
193.4,38.748611,-90.37,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,51,VMC,TAKEOFF,51
277.7,39.16472292,-96.61041184,INCIDENT,DESTROYED,2,TURBO FAN,UNKNOWN,0,0,0,51,IMC,LANDING,51
130.6,43.011111,-78.634722,FATAL,DESTROYED,2,TURBO PROP,UNKNOWN,50,0,0,0,VMC,APPROACH,50
1286.6,44.667778,-85.55,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,49,VMC,TAKEOFF,50
367.2,40.233334,-76.966667,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,49,VMC,DESCENT,50
367.2,40.788333,-111.977778,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,50,VMC,APPROACH,50
341.6,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,0,0,0,50,VMC,TAKEOFF,50
260.8,39.16472292,-96.61041184,INCIDENT,MINOR,2,UNKNOWN,EXECUTIVE/CORPORATE,0,0,0,50,VMC,GO-AROUND,50
5.7,33.5,-112.166667,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,49,VMC,APPROACH,49
367.2,43.14,-89.3375,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,48,VMC,STANDING,49
367.2,40.769167,-73.885,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,48,IMC,LANDING,48
33.7,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,48,,TAKEOFF,48
772.5,39.16472292,-96.61041184,INCIDENT,DESTROYED,2,TURBO JET,UNKNOWN,0,0,0,48,IMC,LANDING,48
366.1,33.9425,-118.406944,NON-FATAL,SUBSTANTIAL,2,UNKNOWN,UNKNOWN,0,0,0,47,VMC,TAXI,47
187.6,46.742777,-117.116945,INCIDENT,DESTROYED,2,TURBO PROP,UNKNOWN,0,0,0,46,IMC,LANDING,46
180.5,40.915,-81.443611,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,46,VMC,LANDING,46
172.9,44.741666,-85.581667,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,45,VMC,APPROACH,45
0,41.830556,-87.726945,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,45,VMC,APPROACH,45
204.3,32.891389,-97.036111,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,45,VMC,DESCENT,45
0,42.445277,-70.758333,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,1,44,VMC,CLIMB,45
367.2,42.951667,-87.894166,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,44,VMC,LANDING,44
342.3,19.622223,-154.863889,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,43,VMC,CLIMB,43
41.4,39.16472292,-96.61041184,FATAL,SUBSTANTIAL,4,TURBO PROP,UNKNOWN,1,1,3,37,VMC,LANDING,42
204.6,40.488055,-80.226389,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,41,VMC,STANDING,41
367.2,40.006667,-75.171111,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,40,VMC,DESCENT,40
199.1,42.947222,-87.896666,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,0,39,VMC,LANDING,39
2.5,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,3,36,VMC,APPROACH,39
51.6,41.973334,-87.899166,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,1,37,UNK,TAXI,38
200.9,39.868056,-75.238889,INCIDENT,MINOR,2,TURBO PROP,BUSINESS,0,0,0,38,VMC,APPROACH,38
200.9,41.939166,-72.683334,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,37,VMC,APPROACH,37
201,41.981389,-87.906667,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,37,VMC,STANDING,37
4,41.981389,-87.906667,NON-FATAL,MINOR,4,TURBO JET,UNKNOWN,0,0,0,37,VMC,TAXI,37
245.5,41.978611,-87.904722,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,37,VMC,STANDING,37
184.1,26.558611,-78.695555,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,0,0,0,36,,LANDING,36
160.4,38.366945,-82.558611,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,36,VMC,TAXI,36
